NCDD_Code,NCDD_CodeD,Acronym_D,Acronym_C,NCDD_CodeC,Com_Code,OCSCode,Commune,Per_HH_El
14,1413,D,C,141308,141308,141308,Prey Khla,39.059406
12,1208,K,S,120803,120803,120803,Khmuonh,87.514451
9,903,D,C,90303,90303,90303,Ta Tai Kraom,9.274194
8,808,D,C,80816,80816,80816,Tuol Prech,13.955119
8,803,D,C,80308,80308,80308,Preaek Luong,64.783047
14,1402,D,C,140203,140203,140203,Kranhung,26.703704
14,1408,D,C,140808,140808,140808,Prey Sniet,0
8,806,D,C,80602,80602,80602,Barong,0
9,903,D,C,90304,90304,90304,Trapeang Rung,37
5,504,D,C,50401,50401,50401,Haong Samnam,0
12,1207,K,S,120711,120711,120711,Chrang Chamreh Ti Muoy,99.005964
5,504,D,C,50402,50402,50402,Reaksmei Sameakki,0
5,505,D,C,50508,50508,50508,Prey Krasang,5.367913
12,1207,K,S,120712,120712,120712,Chrang Chamreh Ti Pir,99.90426
9,907,D,C,90706,90706,90706,Thma Doun Pov,2.380952
5,508,D,C,50806,50806,50806,Toap Mean,0
14,1408,D,C,140803,140803,140803,Kampong Prang,2.451334
12,1207,K,S,120704,120704,120704,Kilomaetr Lekh Prammuoy,100
5,505,D,C,50505,50505,50505,Krang Chek,45.079595
5,505,D,C,50514,50514,50514,Peang Lvea,0.118133
8,803,D,C,80309,80309,80309,Preaek Ta kov,56.145064
5,505,D,C,50515,50515,50515,Phnum Touch,7.450797
9,906,D,C,90605,90605,90605,Dang Peaeng,2.537764
12,1209,K,S,120907,120911,120511,Krang Thnong,89.833822
8,803,D,C,80301,80301,80301,Bak Dav,14.788732
14,1413,D,C,141302,141302,141302,Chea Khlang,35.050505
12,1207,K,S,120706,120706,120706,Ruessei Kaev,99.365751
9,904,M,S,90402,90402,90402,Dang Tong,97.706032
14,1411,D,C,141106,140804,140804,Kampong Ruessei,15.365112
9,904,M,S,90403,90403,90403,Stueng Veaeng,66.213592
14,1413,D,C,141310,141310,141310,Svay Antor,75.011216
14,1402,D,C,140202,140202,140202,Doun Koeng,31.093333
12,1207,K,S,120710,120710,120710,Chrouy Changvar,100
12,1209,K,S,120913,120926,80815,Snaor,59.009901
12,1205,K,S,120501,120501,120501,Dangkao,98.355601
5,507,D,C,50714,50714,50714,Tumpoar Meas,3.138374
8,803,D,C,80315,80315,80315,Svay Chrum,76.209677
12,1208,K,S,120801,120801,120801,Phnom Penh Thmei,99.464061
14,1413,D,C,141307,141307,141307,Popueus,53.98374
14,1411,D,C,141104,141107,141107,Prey Kanlaong,25.305126
14,1402,D,C,140206,140206,140206,Smaong Khang Cheung,36.601671
9,905,D,C,90503,90503,90503,Tuol Kokir,13.168724
5,505,D,C,50503,50503,50503,Chumpu Proeks,0
20,2004,D,C,200416,200416,200416,Tras,0
20,2004,D,C,200403,200403,200403,Andoung Trabaek,0
12,1207,K,S,120702,120702,120702,Tuol Sangkae,88.647412
8,806,D,C,80613,80613,80613,Sarikakaev,40.919811
8,806,D,C,80609,80609,80609,Preaek Kmeng,0.687285
8,808,D,C,80814,80814,80814,Samraong Leu,29.719101
14,1413,D,C,141303,141303,141303,Chrey,17.946927
12,1209,K,S,120911,120924,80810,Ovlaok,80.916976
14,1411,D,C,141101,141104,141104,Pou Rieng,0
12,1204,K,S,120407,120407,120407,Boeng Kak Ti Muoy,100
12,1202,K,S,120210,120210,120210,Srah Chak,97.559352
12,1204,K,S,120408,120408,120408,Boeng Kak Ti Pir,100
5,507,D,C,50703,50703,50703,Khtum Krang,0.193175
14,1411,D,C,141107,140806,140806,Preaek Ta Sar,10.727406
8,806,D,C,80601,80601,80601,Akreiy Ksatr,93.329913
8,806,D,C,80607,80607,80607,Peam Oknha Ong,62.143408
9,905,D,C,90502,90502,90502,Peam Krasaob,54.945055
14,1413,D,C,141301,141301,141301,Angkor Tret,0
12,1202,K,S,120211,120211,120211,Voat Phnum,100
12,1202,K,S,120205,120205,120205,Phsar Kandal Ti Muoy,100
12,1202,K,S,120209,120209,120209,Phsar Chas,100
12,1204,K,S,120401,120401,120401,Phsar Depou Ti Muoy,100
12,1202,K,S,120201,120201,120201,Phsar Thmei Ti Muoy,100
12,1204,K,S,120404,120404,120404,Tuek L'ak Ti Muoy,100
12,1202,K,S,120202,120202,120202,Phsar Thmei Ti Pir,100
12,1203,K,S,120305,120305,120305,Monourom,100
12,1203,K,S,120306,120306,120306,Mittakpheap,100
5,507,D,C,50705,50705,50705,Pneay,11.290323
12,1202,K,S,120206,120206,120206,Phsar Kandal Ti Pir,100
12,1202,K,S,120203,120203,120203,Phsar Thmei Ti Bei,99.80695
14,1413,D,C,141305,141305,141305,Me Bon,71.308833
9,906,D,C,90603,90603,90603,Chi kha Leu,4.141291
12,1203,K,S,120307,120307,120307,Veal Vong,99.865302
12,1204,K,S,120402,120402,120402,Phsar Depou Ti Pir,100
12,1203,K,S,120304,120304,120304,Ou Ruessei Ti Buon,99.834847
12,1202,K,S,120208,120208,120208,Chey Chummeah,99.875389
12,1202,K,S,120204,120204,120204,Boeng Reang,100
8,806,D,C,80605,80605,80605,Kaoh Reah,85.329341
12,1203,K,S,120303,120303,120303,Ou Ruessei Ti Bei,100
12,1204,K,S,120405,120405,120405,Tuek L'ak Ti Pir,100
12,1203,K,S,120301,120301,120301,Ou Ruessei Ti Muoy,100
12,1204,K,S,120403,120403,120403,Phsar Depou Ti Bei,100
12,1203,K,S,120302,120302,120302,Ou Ruessei Ti Pir,100
12,1204,K,S,120406,120406,120406,Tuek L'ak Ti Bei,100
12,1203,K,S,120308,120308,120308,Boeng Prolit,100
12,1202,K,S,120207,120207,120207,Chakto Mukh,100
8,806,D,C,80610,80610,80610,Preaek Rey,0
12,1204,K,S,120409,120409,120409,Phsar Daeum Kor,100
5,507,D,C,50708,50708,50708,Sambour,24.145658
20,2004,D,C,200410,200410,200410,Krasang,0
12,1204,K,S,120410,120410,120410,Boeng Salang,100
12,1201,K,S,120107,120107,120107,Tuol Svay Prey Ti Pir,100
12,1201,K,S,120101,120101,120101,Tonle Basak,100
12,1206,K,S,120608,120608,120608,Nirouth,98.47852
12,1201,K,S,120102,120102,120102,Boeng Keng Kang Ti Muoy,100
5,507,D,C,50707,50707,50707,Samraong Tong,1.577061
12,1201,K,S,120105,120105,120105,Oulampik,100
12,1201,K,S,120103,120103,120103,Boeng Keng Kang Ti Pir,100
12,1201,K,S,120106,120106,120106,Tuol Svay Prey Ti Muoy,100
12,1206,K,S,120612,120612,80212,Veal Sbov,100
12,1201,K,S,120108,120108,120108,Tumnob Tuek,94.511314
12,1201,K,S,120104,120104,120104,Boeng Keng Kang Ti Bei,100
8,808,D,C,80803,80803,80803,Chhak Chheu Neang,86.402967
14,1411,D,C,141105,141108,141108,Ta Kao,38.763636
12,1206,K,S,120610,120610,80209,Preaek Aeng,95.712038
8,808,D,C,80804,80804,80804,Damnak Ampil,98.242678
12,1201,K,S,120109,120109,120109,Tuol Tumpung Ti Pir,100
8,806,D,C,80614,80614,80614,Thma Kor,0.446927
12,1206,K,S,120602,120602,120602,Boeng Tumpun,100
12,1201,K,S,120111,120111,120111,Boeng Trabaek,100
12,1201,K,S,120110,120110,120110,Tuol Tumpung Ti Muoy,100
12,1206,K,S,120609,120609,80205,Kbal Kaoh,99.791883
12,1206,K,S,120605,120605,120605,Chhbar Ampov Ti Pir,99.208197
14,1411,D,C,141102,141105,141105,Preaek Anteah,1.779359
8,802,D,C,80208,80208,80208,Phum Thum,93.492509
14,1402,D,C,140207,140207,140207,Smaong Khang Tboung,0
8,808,D,C,80801,80801,80801,Baek Chan,97.641705
12,1201,K,S,120112,120112,120112,Phsar Daeum Thkov,100
8,806,D,C,80608,80608,80608,Phum Thum,0.456621
12,1206,K,S,120604,120604,120604,Chhbar Ampov Ti Muoy,100
12,1206,K,S,120606,120606,120606,Chak Angrae Leu,100
8,808,D,C,80811,80811,80811,Peuk,97.666667
5,506,D,C,50605,50605,50605,Krang Dei Vay,0
14,1413,D,C,141304,141304,141304,Damrei Puon,0
5,507,D,C,50711,50711,50711,Tang Krouch,0.057078
12,1206,K,S,120603,120603,120603,Preaek Pra,90.755556
8,806,D,C,80615,80615,80615,Tuek Khleang,58.426966
8,802,D,C,80206,80206,80206,Kokir,89.4888
14,1410,M,S,141002,141002,141002,Cheung Tuek,93.74111
5,507,D,C,50715,50715,50715,Voa Sar,32.424242
12,1206,K,S,120607,120607,120607,Chak Angrae Kraom,100
5,502,M,S,50201,50201,50201,Chbar Mon,48.221574
8,802,D,C,80203,80203,80203,Dei Edth,72.835408
14,1413,D,C,141306,141306,141306,Pean Roung,0.029869
5,507,D,C,50713,50713,50713,Trapeang Kong,67.630241
12,1209,K,S,120903,120904,120504,Phleung Chheh Roteh,98.697068
20,2004,D,C,200413,200413,200413,Sambuor,0
9,903,D,C,90302,90302,90302,Kaoh Kapi,64.144737
5,502,M,S,50203,50203,50203,Rokar Thum,89.809831
8,808,D,C,80813,80813,80813,Prey Puoch,79.464286
12,1205,K,S,120515,120515,120515,Cheung Aek,95.438419
8,808,D,C,80807,80807,80807,Krang Mkak,85.814889
12,1205,K,S,120507,120507,120507,Pong Tuek,97.123391
20,2004,D,C,200409,200409,200409,Kokir,0
12,1205,K,S,120508,120508,120508,Prey Veaeng,94.611872
8,808,D,C,80808,80808,80808,Lumhach,88.935407
14,1410,M,S,141003,141003,141003,Kampong Leav,99.606299
12,1209,K,S,120908,120921,80802,Boeng Thum,98.236776
12,1206,K,S,120611,120611,80210,Preaek Thmei,99.320358
5,502,M,S,50204,50204,50204,Sopoar Tep,91.282895
8,806,D,C,80603,80603,80603,Boeng Krum,63.404255
20,2004,D,C,200401,200401,200401,Ampil,0
8,802,D,C,80201,80201,80201,Banteay Daek,84.886046
8,811,M,S,81103,81103,81103,Daeum Mien,99.447514
8,806,D,C,80611,80611,80611,Preaek Ruessei,0
14,1411,D,C,141103,141106,141106,Preaek Chrey,43.51407
8,811,M,S,81104,81104,81104,Ta Khmau,99.845401
14,1405,D,C,140506,140506,140506,Prey Totueng,0
5,506,D,C,50610,50610,50610,Tang Samraong,0
8,802,D,C,80202,80202,80202,Chheu Teal,82.325887
12,1205,K,S,120513,120513,120513,Prateah Lang,99.904306
8,811,M,S,81102,81102,81102,Preaek Ruessei,100
14,1410,M,S,141001,141001,141001,Baray,64.55814
8,806,D,C,80606,80606,80606,Lvea Sar,12.322275
12,1205,K,S,120519,120519,80124,Spean Thma,82.132565
14,1405,D,C,140507,140507,140507,Svay Chrum,1.420548
5,507,D,C,50701,50701,50701,Roleang Chak,2.887285
8,811,M,S,81101,81101,81101,Ta Kdol,98.146241
5,502,M,S,50202,50202,50202,Kandaol Dom,70.830426
14,1413,D,C,141309,141309,141309,Samraong,0.049164
8,811,M,S,81106,81106,81106,Kampong Samnanh,85.551331
20,2004,D,C,200414,200414,200414,Sambatt Mean Chey,1.139962
9,903,D,C,90301,90301,90301,Chrouy Pras,77.197802
5,507,D,C,50706,50706,50706,Roleang Kreul,16.740801
12,1205,K,S,120514,120514,120514,Sak Sampov,62.543554
20,2004,D,C,200406,200406,200406,Chrey Thum,0
12,1205,K,S,120517,120517,80114,Preaek Kampues,96.290144
8,801,D,C,80106,80106,80106,Daeum Rues,42.276423
8,811,M,S,81105,81105,81105,Preaek Hou,81.61899
8,810,D,C,81002,81002,81002,Kaoh Anlong Chen,90.47619
5,502,M,S,50205,50205,50205,Svay Kravan,89.134678
5,506,D,C,50611,50611,50611,Tang Sya,11.278586
8,802,D,C,80204,80204,80204,Kampong Svay,92.897852
8,810,D,C,81013,81013,81013,Svay Rolum,95.136268
12,1205,K,S,120512,120512,120512,Krang Pongro,100
8,810,D,C,81011,81011,81011,Setbou,96.855699
8,801,D,C,80118,80118,80118,Roleang Kaen,39.67684
8,801,D,C,80117,80117,80117,Roka,0
8,802,D,C,80211,80211,80211,Samraong Thum,80.886165
5,507,D,C,50702,50702,50702,Kahaeng,10.964608
8,806,D,C,80604,80604,80604,Kaoh Kaev,2.429907
12,1205,K,S,120520,120520,80126,Tien,27.722772
5,506,D,C,50606,50606,50606,Moha Sang,6.141046
14,1407,D,C,140708,140708,140708,Prey Kandieng,26.493614
12,1205,K,S,120518,120518,80119,Roluos,67.109145
12,1205,K,S,120516,120516,80110,Kong Noy,99.166667
8,806,D,C,80612,80612,80612,Sambuor,11.469265
5,506,D,C,50608,50608,50608,Prey Rumduol,8.635918
8,801,D,C,80103,80103,80103,Barku,92.357274
8,801,D,C,80102,80102,80102,Anlong Romiet,93.644617
5,503,D,C,50305,50305,50305,Preah Nipean,26.237425
18,1804,D,C,180403,180403,180403,Ou Bak Roteh,14.36865
5,503,D,C,50308,50308,50308,Roka Kaoh,15.341615
5,507,D,C,50710,50710,50710,Skuh,29.952381
8,801,D,C,80105,80105,80105,Cheung Kaeub,62.280702
8,810,D,C,81009,81009,81009,Roka Khpos,94.879518
14,1405,D,C,140504,140504,140504,Prey Khnes,0
14,1413,D,C,141311,141311,141311,Tuek Thla,0
20,2004,D,C,200408,200408,200408,Kampong Trach,24.476021
8,801,D,C,80113,80113,80113,Preah Putth,88.210526
5,507,D,C,50709,50709,50709,Saen Dei,2.962036
5,506,D,C,50601,50601,50601,Chambak,0
14,1407,D,C,140704,140704,140704,Peam Mean Chey,10.810811
8,801,D,C,80107,80107,80107,Kandaok,67.095464
8,801,D,C,80122,80122,80122,Siem Reab,96.996663
5,507,D,C,50712,50712,50712,Thummoda Ar,9.357278
8,810,D,C,81012,81012,81012,Svay Prateal,76.48792
20,2004,D,C,200402,200402,200402,Andoung Pou,0
8,801,D,C,80127,80127,80127,Trapeang Veaeng,83.055199
8,801,D,C,80108,80108,80108,Thmei,50.947368
8,801,D,C,80109,80109,80109,Kouk Trab,90.292276
14,1407,D,C,140701,140701,140701,Ba Baong,0.536769
20,2004,D,C,200411,200411,200411,Mukh Da,0.053191
20,2004,D,C,200407,200407,200407,Doung,0
14,1401,D,C,140109,140109,140109,Theay,26.396997
14,1405,D,C,140502,140502,140502,Chres,7.575277
8,801,D,C,80128,80128,80128,Trea,89.880478
5,503,D,C,50313,50313,50313,Veal,24.058127
20,2004,D,C,200412,200412,200412,Mream,0
5,506,D,C,50604,50604,50604,Kiri Voan,36.849926
5,503,D,C,50301,50301,50301,Angk Popel,24.064171
14,1405,D,C,140503,140503,140503,Chi Phoch,3.364772
8,801,D,C,80101,80101,80101,Ampov Prey,92.744479
20,2004,D,C,200415,200415,200415,Trapeang Sdau,0
9,907,D,C,90705,90705,90705,Chi Phat,10.906702
5,503,D,C,50304,50304,50304,Pechr Muni,25.585586
5,507,D,C,50704,50704,50704,Krang Ampil,2.985075
8,810,D,C,81015,81015,81015,Traeuy Sla,66.984632
8,801,D,C,80116,80116,80116,Preaek Slaeng,95.608532
8,810,D,C,81010,81010,81010,S'ang Phnum,64.818968
8,801,D,C,80115,80115,80115,Preaek Roka,83.767535
5,506,D,C,50613,50613,50613,Traeng Trayueng,30.629978
8,801,D,C,80125,80125,80125,Tbaeng,27.919911
5,503,D,C,50306,50306,50306,Prey Nheat,30.844156
8,810,D,C,81008,81008,81008,Preaek Koy,88.606307
5,506,D,C,50607,50607,50607,Ou,33.436108
8,801,D,C,80104,80104,80104,Boeng Khyang,90.353461
8,810,D,C,81006,81006,81006,Prasat,7.692308
14,1401,D,C,140101,140101,140101,Boeng Preah,0
5,503,D,C,50311,50311,50311,Srang,17.627754
5,503,D,C,50312,50312,50312,Tuek L'ak,28.232594
8,802,D,C,80207,80207,80207,Kokir Thum,44.839858
14,1405,D,C,140505,140505,140505,Prey Rumdeng,0
21,2102,D,C,210208,210208,210208,Lumpong,94.409584
21,2102,D,C,210207,210207,210207,Krang Thnong,92.472024
21,2102,D,C,210210,210210,210210,Pot Sar,94.325658
21,2102,D,C,210212,210212,210212,Tang Doung,68.696398
5,506,D,C,50609,50609,50609,Prey Kmeng,0
14,1401,D,C,140104,140104,140104,Reaks Chey,29.755284
5,503,D,C,50302,50302,50302,Chongruk,43.390358
14,1407,D,C,140705,140705,140705,Peam Ro,21.646912
8,810,D,C,81004,81004,81004,Kaoh Khsach Tonlea,12.087912
20,2004,D,C,200404,200404,200404,Angk Prasrae,3.112155
8,810,D,C,81016,81016,81016,Tuek Vil,64.981949
20,2004,D,C,200405,200405,200405,Chantrei,0
8,805,D,C,80501,80501,80501,Kampong Phnum,35.02095
9,902,D,C,90203,90203,90203,Preaek Khsach,49.584488
18,1804,D,C,180402,180402,180402,Kampong Seila,33.289387
8,810,D,C,81014,81014,81014,Ta Lon,32.841196
21,2102,D,C,210204,210204,210204,Kandoeng,88.765823
5,506,D,C,50602,50602,50602,Choam Sangkae,0
9,901,D,C,90101,90101,90101,Andoung Tuek,34.743474
5,501,D,C,50110,50110,50110,Svay Chacheb,0
21,2102,D,C,210215,210215,210215,Trapeang Sab,78.173337
14,1407,D,C,140702,140702,140702,Banlich Prasat,0.297841
14,1401,D,C,140108,140108,140108,Spueu Kha,0
8,810,D,C,81005,81005,81005,Krang Yov,54.506546
14,1405,D,C,140508,140508,140508,Trapeang Srae,0
5,506,D,C,50603,50603,50603,Dambouk Rung,0
14,1401,D,C,140105,140105,140105,Roung Damrei,12.752582
21,2102,D,C,210211,210211,210211,Sour Phi,91.372796
14,1407,D,C,140706,140706,140706,Preaek Khsay Ka,98.172324
5,501,D,C,50112,50112,50112,Tuol Sala,0
21,2102,D,C,210202,210202,210202,Champei,75.402299
14,1405,D,C,140501,140501,140501,Angkor Sar,0
20,2003,D,C,200305,200305,200305,Kampong Ampil,0
20,2003,D,C,200310,200310,200310,Thna Thnong,0
8,810,D,C,81003,81003,81003,Kaoh Khael,92.838055
5,503,D,C,50310,50310,50310,Snam Krapeu,23.531655
21,2102,D,C,210205,210205,210205,Komar Reachea,56.437561
14,1401,D,C,140107,140107,140107,Spueu Ka,0.044346
9,901,D,C,90102,90102,90102,Kandaol,0
20,2003,D,C,200302,200302,200302,Thmea,0
21,2102,D,C,210203,210203,210203,Doung,22.932551
8,810,D,C,81001,81001,81001,Khpob,38.669065
20,2003,D,C,200304,200304,200304,Chrung Popel,0
14,1401,D,C,140102,140102,140102,Cheung Phnum,17.513228
20,2005,D,C,200508,200508,200508,Doun Sa,0
20,2005,D,C,200516,200516,200516,Svay Yea,0
14,1401,D,C,140103,140103,140103,Chheu Kach,19.97897
5,501,D,C,50114,50114,50114,Svay Rumpear,16.70354
14,1407,D,C,140703,140703,140703,Neak Loeang,48.920863
14,1407,D,C,140707,140707,140707,Preaek Khsay Kha,97.126437
8,805,D,C,80506,80506,80506,Preaek Tonloab,38.598673
20,2003,D,C,200301,200301,200301,Bos Mon,0.478851
21,2102,D,C,210209,210209,210209,Pea Ream,68.004941
5,503,D,C,50303,50303,50303,Moha Ruessei,4.589007
14,1403,D,C,140306,140306,140306,Kou Khchak,0
5,503,D,C,50309,50309,50309,Sdok,7.727797
5,501,D,C,50115,50115,50115,Preah Khae,0.142959
21,2102,D,C,210206,210206,210206,Krang Leav,16.174242
14,1409,D,C,140905,140905,140905,Kampong Soeng,10.856102
20,2003,D,C,200306,200306,200306,Meun Chey,0.12747
21,2102,D,C,210201,210201,210201,Chambak,90.114218
8,810,D,C,81007,81007,81007,Preaek Ambel,83.638393
5,501,D,C,50102,50102,50102,Kat Phluk,0
14,1401,D,C,140106,140106,140106,Sdau Kaong,0
21,2102,D,C,210214,210214,210214,Trapeang Krasang,26.804124
8,804,D,C,80408,80408,80408,Pouthi Ban,19.002861
8,804,D,C,80407,80407,80407,Leuk Daek,24.844075
20,2005,D,C,200513,200513,200513,Svay Angk,0
21,2106,D,C,210604,210604,210604,Char,39.35
5,503,D,C,50307,50307,50307,Prey Vihear,17.547001
20,2005,D,C,200501,200501,200501,Angk Ta Sou,0.062422
20,2003,D,C,200308,200308,200308,Sangkae,3.827362
14,1403,D,C,140305,140305,140305,Kansoam Ak,0
20,2003,D,C,200309,200309,200309,Svay Chek,11.307137
21,2102,D,C,210213,210213,210213,Tnaot,91.272966
5,501,D,C,50113,50113,50113,Kak,0
14,1406,D,C,140607,140607,140607,Preaek Krabau,0
14,1409,D,C,140910,140910,140910,Rumchek,6.880894
21,2107,D,C,210707,210707,210707,Rovieng,43.019943
14,1406,D,C,140601,140601,140601,Angkor Angk,0
20,2005,D,C,200517,200517,200517,Thlok,0
20,2003,D,C,200307,200307,200307,Pong Tuek,0.121139
20,2007,D,C,200702,200702,200702,Kokir Saom,0
5,501,D,C,50104,50104,50104,Pheakdei,0
8,805,D,C,80505,80505,80505,Preaek Dach,7.791328
14,1409,D,C,140907,140907,140907,Lvea,23.374115
21,2106,D,C,210607,210607,210607,Kdanh,80.528512
21,2106,D,C,210613,210613,210613,Tang Yab,91.7481
5,501,D,C,50105,50105,50105,Pheari Mean Chey,19.832402
21,2106,D,C,210612,210612,210612,Snao,63.974267
21,2107,D,C,210705,210705,210705,Khvav,9.994016
21,2107,D,C,210704,210704,210704,Chumreah Pen,11.449371
14,1403,D,C,140311,140311,140311,Prey Chhor,5.0779
8,804,D,C,80405,80405,80405,Kaoh Thum Kha,92.8
20,2005,D,C,200510,200510,200510,Kraol Kou,25
20,2003,D,C,200303,200303,200303,Kampong Chak,71.822742
5,501,D,C,50109,50109,50109,Pou Mreal,0
5,501,D,C,50111,50111,50111,Tuol Ampil,6.977758
9,902,D,C,90202,90202,90202,Phnhi Meas,10.138249
14,1409,D,C,140906,140906,140906,Krang Svay,0
20,2007,D,C,200706,200706,200706,Prey Ta Ei,0
8,804,D,C,80404,80404,80404,Kaoh Thum Ka,0.334169
21,2107,D,C,210710,210710,210710,Sla,48.260125
14,1406,D,C,140610,140610,140610,Svay Phluoh,4.140787
20,2005,D,C,200509,200509,200509,Kouk Pring,5.832591
5,501,D,C,50101,50101,50101,Basedth,0
8,804,D,C,80403,80403,80403,Kampong Kong,2.58758
14,1403,D,C,140307,140307,140307,Kampong Trabaek,22.54627
20,2007,D,C,200711,200711,200711,Svay Rumpear,6.226766
9,906,D,C,90602,90602,90602,Chi Kha Kraom,9.838275
14,1403,D,C,140309,140309,140309,Prasat,44.826142
5,501,D,C,50103,50103,50103,Nitean,0
21,2106,D,C,210610,210610,210610,Prey Lvea,83.505155
20,2005,D,C,200512,200512,200512,Pouthi Reach,2.980132
7,703,D,C,70309,70309,70309,Trapeang Phleang,0
21,2106,D,C,210611,210611,210611,Prey Phdau,62.244898
21,2106,D,C,210606,210606,210606,Kampong Reab,41.039427
8,804,D,C,80411,80411,80411,Preaek Thmei,87.653997
5,501,D,C,50106,50106,50106,Phong,0
14,1409,D,C,140909,140909,140909,Reathor,12.934363
21,2106,D,C,210603,210603,210603,Champa,31.585014
21,2107,D,C,210708,210708,210708,Samraong,38.401559
20,2007,D,C,200708,200708,200708,Romeang Thkaol,28.463855
20,2006,M,S,200607,200607,200607,Sangkhoar,90.897677
8,805,D,C,80504,80504,80504,Peam Reang,0
21,2107,D,C,210703,210703,210703,Cheung Kuon,15.356585
7,704,D,C,70404,70404,70404,Srae Chaeng,0
14,1409,D,C,140904,140904,140904,Chey Kampok,0
21,2106,D,C,210602,210602,210602,Ban Kam,6.750299
5,501,D,C,50107,50107,50107,Pou Angkrang,9.764919
20,2005,D,C,200514,200514,200514,Svay Chrum,41.520979
21,2107,D,C,210701,210701,210701,Boeng Tranh Khang Cheung,19.129439
14,1403,D,C,140310,140310,140310,Pratheat,9.127337
9,906,D,C,90601,90601,90601,Boeng Preav,16.458853
14,1403,D,C,140301,140301,140301,Ansaong,2.911392
7,703,D,C,70302,70302,70302,Takaen,0.038551
20,2006,M,S,200605,200606,200605,Chek,64.968462
20,2005,D,C,200507,200507,200507,Chheu Teal,6.986358
21,2109,D,C,210906,210906,210906,Ou Saray,8.145695
20,2005,D,C,200505,200505,200505,Ta Suos,35.635155
20,2007,D,C,200709,200709,200709,Sambuor,44.711014
9,906,D,C,90606,90606,90606,Srae Ambel,66.865567
21,2107,D,C,210709,210709,210709,Soengh,6.487488
21,2106,D,C,210608,210608,210608,Pou Rumchak,29.982669
21,2106,D,C,210605,210605,210605,Kampeaeng,28.094726
20,2007,D,C,200704,200704,200704,Monourom,0
5,501,D,C,50108,50108,50108,Pou Chamraeun,0
21,2107,D,C,210702,210702,210702,Boeng Tranh Khang Tboung,2.842928
9,901,D,C,90103,90103,90103,Ta Noun,4.909561
14,1409,D,C,140901,140901,140901,Angkor Reach,10.801394
18,1804,D,C,180401,180401,180401,Chamkar Luong,23.970944
20,2007,D,C,200705,200705,200705,Popeaet,23.756432
14,1409,D,C,140911,140911,140911,Sena Reach Otdam,0
8,804,D,C,80402,80402,80402,Chrouy Ta Kaev,29.262802
14,1403,D,C,140313,140313,140313,Thkov,0.131579
14,1403,D,C,140308,140308,140308,Peam Montear,5.72405
20,2006,M,S,200602,200602,200602,Prey Chhlak,100
14,1409,D,C,140903,140903,140903,Boeng Daol,0
21,2106,D,C,210609,210609,210609,Prey Kabbas,69.646431
8,804,D,C,80410,80410,80410,Preaek Sdei,91.968728
21,2107,D,C,210711,210711,210711,Trea,5.368472
20,2008,M,S,200802,200801,200802,Bavet,96.350093
20,2008,M,S,200803,200805,200803,Chrak Mtes,66.343937
21,2109,D,C,210914,210914,210914,Trapeang Thum Khang Cheung,7.071269
14,1406,D,C,140602,140602,140602,Kampong Prasat,8.280255
21,2101,D,C,210104,210104,210104,Ponley,63.310811
14,1406,D,C,140603,140603,140603,Kaoh Chek,0
9,901,D,C,90104,90104,90104,Thma Sa,48.554604
21,2109,D,C,210902,210902,210902,Cheang Tong,1.56184
20,2006,M,S,200604,200604,200604,Pou Ta Hao,97.804878
20,2006,M,S,200601,200601,200601,Svay Rieng,99.963768
8,805,D,C,80503,80503,80503,Khpob Ateav,1.962533
20,2007,D,C,200703,200703,200703,Kandieng Reay,93.356299
21,2106,D,C,210601,210601,210601,Angkanh,63.013699
20,2005,D,C,200504,200504,200504,Kampong Chamlang,13.027108
21,2109,D,C,210909,210909,210909,Popel,7.989276
21,2109,D,C,210908,210908,210908,Otdam Soriya,11.394044
8,804,D,C,80409,80409,80409,Preaek Chrey,1.834452
20,2005,D,C,200515,200515,200515,Svay Thum,0
20,2005,D,C,200503,200503,200503,Chambak,0
14,1403,D,C,140304,140304,140304,Chrey,0
20,2006,M,S,200606,200605,200606,Svay Toea,95.581988
14,1406,D,C,140606,140606,140606,Krang Ta Yang,0
21,2107,D,C,210706,210706,210706,Lumchang,36.863824
20,2006,M,S,200603,200603,200603,Koy Trabaek,91.349481
21,2101,D,C,210102,210102,210102,Ba Srae,47.977685
14,1403,D,C,140312,140312,140312,Prey Poun,0
21,2101,D,C,210106,210106,210106,Prey Phkoam,51.542912
9,906,D,C,90604,90604,90604,Chrouy Svay,7.541899
14,1403,D,C,140303,140303,140303,Cheang Daek,0
20,2005,D,C,200511,200511,200511,Kruos,0
8,804,D,C,80401,80401,80401,Chheu Kmau,7.380233
9,902,D,C,90201,90201,90201,Kaoh Sdach,61.633428
20,2005,D,C,200502,200502,200502,Basak,2.227171
20,2008,M,S,200801,200804,200801,Bati,7.419899
21,2109,D,C,210904,210904,210904,Leay Bour,20.454545
14,1409,D,C,140902,140902,140902,Banteay Chakrei,5.025579
20,2002,D,C,200204,200204,200204,Preah Ponlea,51.91793
20,2007,D,C,200707,200707,200707,Prasoutr,64.817927
20,2001,D,C,200108,200108,200108,Prey Kokir,20.632411
7,704,D,C,70405,70405,70405,Srae Knong,0
20,2008,M,S,200805,200802,200805,Prey Angkunh,87.466488
20,2002,D,C,200209,200209,200209,Svay Ta Yean,19.43662
21,2109,D,C,210915,210915,210915,Trapeang Thum Khang Tboung,14.545455
21,2108,M,S,210801,210801,210801,Baray,70.258091
