Com_Code,Commune,Family,PigFarm,PigRaised,ChickFarm,ChickRaise,DuckFarm,DuckRaised,CowFarm,CowRaised,BuffFarm,BuffRaised,Rpig,Rpoultry,Rcow,Rbuff
211007,Prey Sloek,2388,510,1176,1887,10696,200,14615,1280,2978,164,531,2.3059,12.1279,2.3266,3.2378
211004,Khvav,2276,816,1248,1760,34505,69,35105,1200,2868,113,274,1.5294,38.059,2.39,2.4248
200212,Tnaot,1720,1042,1620,1346,6351,370,1172,394,909,1289,2393,1.5547,4.384,2.3071,1.8565
70401,Chres,1717,1011,1458,1708,9265,422,5882,1620,3000,28,69,1.4421,7.1113,1.8519,2.4643
70402,Chumpu Voan,1974,1476,1802,1938,22935,713,3215,1470,2936,466,1417,1.2209,9.8642,1.9973,3.0408
210305,Kouk Pou,2253,526,1288,1803,7509,29,21402,726,1908,102,305,2.4487,15.7811,2.6281,2.9902
200110,Tuol Sdei,645,280,360,487,2657,220,387,276,617,336,566,1.2857,4.3055,2.2355,1.6845
70103,Champei,2213,1775,2424,2135,13001,695,12709,1919,4019,39,84,1.3656,9.0848,2.0943,2.1538
200103,Chantrea,887,419,576,733,2765,266,716,178,382,357,1478,1.3747,3.4845,2.1461,4.1401
211001,Angkanh,1251,351,1148,454,3606,54,15240,328,1155,8,19,3.2707,37.0984,3.5213,2.375
200211,Thmei,1564,154,732,958,3590,506,1889,520,1730,361,902,4.7532,3.7425,3.3269,2.4986
70311,Neareay,1269,739,1218,1163,6075,270,961,1193,2457,8,19,1.6482,4.91,2.0595,2.375
70304,Chhuk,1769,350,1257,865,8237,138,1682,1425,2949,33,78,3.5914,9.8893,2.0695,2.3636
70307,Krang Snay,2182,1321,1485,1855,10197,819,4116,1719,4815,9,19,1.1241,5.3527,2.801,2.1111
210303,Doung Khpos,1312,188,636,446,5855,13,12900,190,625,7,39,3.383,40.8606,3.2895,5.5714
211002,Angk Khnor,970,495,835,891,3202,156,1169,658,1601,1,2,1.6869,4.1748,2.4331,2
210301,Borei Cholsar,802,171,410,506,1961,41,9777,112,349,12,55,2.3977,21.4589,3.1161,4.5833
70308,Lbaeuk,1791,838,1368,860,4650,385,1822,1120,2523,337,551,1.6325,5.1984,2.2527,1.635
70110,Samlanh,1505,519,872,950,4855,441,2795,861,1525,15,50,1.6802,5.4996,1.7712,3.3333
211006,Angk Kaev,859,287,484,556,2991,13,3720,658,1185,25,49,1.6864,11.7944,1.8009,1.96
70310,Mean Chey,1100,536,1038,1100,5438,360,3090,1005,2037,9,30,1.9366,5.8411,2.0269,3.3333
70105,Dan Koum,1399,626,977,1202,5469,347,1268,1176,2416,0,0,1.5607,4.3493,2.0544,0
211005,Prambei Mum,1800,834,1443,1388,9446,86,11367,1414,3674,2,4,1.7302,14.1201,2.5983,2
70109,Praphnum,1225,436,550,1090,4242,64,3972,1066,2423,13,34,1.2615,7.1179,2.273,2.6154
70314,Tramaeng,1451,867,1092,1416,7312,449,3423,1194,2781,25,48,1.2595,5.756,2.3291,1.92
70303,Boeng Nimol,1413,683,1091,1280,12178,110,5891,961,2284,16,34,1.5974,12.9993,2.3767,2.125
210505,Romenh,2495,1205,2417,2085,8705,174,56053,1388,3006,21,87,2.0058,28.6667,2.1657,4.1429
210506,Thlea Prachum,1315,303,815,1234,16122,71,24131,839,2362,10,33,2.6898,30.8452,2.8153,3.3
211014,Tralach,1159,290,424,758,2162,160,6066,766,1979,0,0,1.4621,8.963,2.5836,0
70312,Satv Pong,1670,656,952,1415,4732,796,10034,1161,2243,9,19,1.4512,6.6784,1.932,2.1111
211003,Chi Khma,1024,168,303,688,3631,84,3475,707,1299,12,39,1.8036,9.2047,1.8373,3.25
70101,Angk Phnum Touch,1115,308,515,857,5578,128,8935,998,2179,43,96,1.6721,14.734,2.1834,2.2326
70102,Ankor Chey,1028,110,187,782,5083,5,120,766,2254,3,7,1.7,6.6112,2.9426,2.3333
70104,Dambouk Khpos,3851,2583,13912,3645,30309,2399,7993,3374,8334,59,127,5.386,6.3372,2.4701,2.1525
70306,Krang Sbov,1359,977,1923,1348,10529,970,7722,1152,2995,60,132,1.9683,7.8736,2.5998,2.2
211010,Sanlung,1451,151,432,926,4960,28,17883,1212,2783,25,82,2.8609,23.9444,2.2962,3.28
70716,Thmei,1732,752,1395,1168,6073,110,616,991,2896,6,19,1.8551,5.234,2.9223,3.1667
211011,Smaong,1277,199,569,921,5104,21,11291,467,1068,2,5,2.8593,17.4045,2.2869,2.5
70715,Stueng Kaev,1296,44,53,144,753,9,73,96,163,0,0,1.2045,5.3987,1.6979,0
210304,Kampong Krasang,890,94,242,381,1678,29,5960,3,10,5,17,2.5745,18.6293,3.3333,3.4
70301,Baniev,1290,502,951,1133,6438,777,3745,1156,2856,5,10,1.8944,5.3314,2.4706,2
70111,Tani,2120,608,2444,2038,9665,418,13047,1613,3836,34,75,4.0197,9.2476,2.3782,2.2059
70305,Doun Yay,1350,814,1471,1309,9740,653,12001,1271,3000,8,19,1.8071,11.081,2.3603,2.375
70313,Trapeang Bei,1264,1192,4422,1256,32879,594,2150,978,4267,89,244,3.7097,18.9346,4.363,2.7416
70713,Prey Thnang,2107,402,686,1188,5486,266,1109,1627,6198,10,16,1.7065,4.5358,3.8095,1.6
70509,Angk  Romeas,1496,361,635,847,4608,245,1587,691,1465,6,12,1.759,5.6731,2.1201,2
70510,L'ang,1588,541,821,852,3438,131,633,731,2237,4,13,1.5176,4.1414,3.0602,3.25
210502,Pech Sar,1835,422,1022,1326,5525,109,29439,1156,2509,6,13,2.4218,24.3652,2.1704,2.1667
210503,Prey Khla,2346,601,1063,1827,6627,96,15393,1279,3074,8,17,1.7687,11.4509,2.4034,2.125
180105,Kaoh Rung,495,41,96,150,770,65,120,0,0,5,9,2.3415,4.1395,0,1.8
210401,Angk Prasat,1978,349,572,1382,7623,95,38604,1518,3205,51,104,1.639,31.2979,2.1113,2.0392
210406,Kouk Prech,2737,1263,1827,1821,12505,194,27881,2459,6075,66,140,1.4466,20.0427,2.4705,2.1212
70214,Voat Angk Khang Cheung,1572,779,1195,1562,7327,1121,5346,1473,3244,7,14,1.534,4.7234,2.2023,2
70108,Phnum Kong,2386,1001,1227,1980,10927,252,22092,1796,4317,5,10,1.2258,14.7935,2.4037,2
70501,Damnak Sokram,924,454,756,724,4752,625,5892,687,1505,11,23,1.6652,7.8903,2.1907,2.0909
70508,Totung,1667,973,1306,1499,11091,1019,4771,1209,2601,10,21,1.3422,6.2994,2.1514,2.1
70505,Mean Ritth,1227,298,353,587,2742,275,1260,621,1106,10,22,1.1846,4.6427,1.781,2.2
70205,Samraong Leu,1299,707,957,1173,3286,681,3602,1052,2562,5,11,1.3536,3.7152,2.4354,2.2
70204,Samraong Kraom,1413,872,1226,937,6060,821,4615,802,1616,10,25,1.406,6.0722,2.015,2.5
70106,Daeum Doung,750,217,2998,739,11945,81,5973,556,1186,30,129,13.8157,21.8512,2.1331,4.3
70210,Trapeang Sala Khang Kaeut,947,447,818,916,5868,96,6671,822,1999,23,67,1.83,12.3903,2.4319,2.913
180303,Tumnob Rolok,1537,87,261,543,3837,10,3850,14,103,8,22,3,13.9005,7.3571,2.75
180301,Kampenh,367,14,70,31,106,10,40,14,36,0,0,5,3.561,2.5714,0
180211,Tuek L'ak,877,625,1019,737,8384,95,656,321,558,205,291,1.6304,10.8654,1.7383,1.4195
210501,Krapum Chhuk,2095,534,1627,1554,18397,106,11585,1250,2875,0,0,3.0468,18.0614,2.3,0
70709,Makprang,1014,257,808,613,3299,5,16,403,885,0,0,3.144,5.3641,2.196,0
70107,Mroum,1103,312,577,1095,6715,159,5141,889,1969,3,8,1.8494,9.4545,2.2148,2.6667
180210,Samrong,1285,115,238,822,7365,23,8225,120,349,24,69,2.0696,18.4497,2.9083,2.875
70215,Voat Angk Khang Tboung,1426,949,1378,927,9480,814,3942,1107,2825,3,6,1.4521,7.7094,2.5519,2
180302,Ou Treh,709,118,1062,401,1565,16,28425,44,631,5,32,9,71.9185,14.3409,6.4
180214,Veal Renh,1909,391,822,979,3048,187,1385,117,154,132,273,2.1023,3.8019,1.3162,2.0682
210302,Chey Chouk,559,151,851,305,2397,4,2030,74,176,1,2,5.6358,14.3269,2.3784,2
70502,Dang Tong,2236,1351,2611,1827,19199,676,4965,1723,3723,1,2,1.9326,9.654,2.1608,2
70211,Trapeang Sala Khang Lech,1223,883,1241,1138,4515,210,8580,1042,1866,69,180,1.4054,9.7144,1.7908,2.6087
210410,Ream Andaeuk,1102,428,692,789,2598,60,17000,984,1973,11,30,1.6168,23.0836,2.0051,2.7273
210504,Prey Yuthka,1035,214,823,663,5132,13,13300,44,133,19,64,3.8458,27.2663,3.0227,3.3684
70712,Prey Khmum,1433,1076,1793,1339,9963,337,1344,1064,2222,1,2,1.6664,6.7464,2.0883,2
180212,Tuek Thla,1123,212,641,563,4826,178,1739,257,787,76,248,3.0236,8.8596,3.0623,3.2632
70705,Kandaol,2367,101,127,600,1253,10,30,630,2008,0,0,1.2574,2.1033,3.1873,0
70506,Srae Chea Khang Cheung,859,617,1411,837,5805,368,2109,738,2362,3,6,2.2869,6.5676,3.2005,2
180101,Muoy,3558,109,389,713,3041,82,3381,47,304,0,0,3.5688,8.078,6.4681,0
70213,Tuk Meas Khang Lech,2388,1208,1715,1579,5359,160,1119,1215,2791,1,2,1.4197,3.7251,2.2971,2
70507,Srae Chea Khang Tboung,688,314,397,600,6653,70,213,559,1684,0,0,1.2643,10.2478,3.0125,0
70703,Kampong Kraeng,1400,338,574,721,14699,8,3238,275,550,33,48,1.6982,24.6049,2,1.4545
180201,Andoung Thma,1266,85,243,937,20079,529,32707,93,337,68,179,2.8588,36.0068,3.6237,2.6324
70201,Banteay Meas Khang Kaeut,1979,751,1333,1652,7176,641,23468,1662,4115,123,266,1.775,13.3642,2.4759,2.1626
70711,Preaek Tnoat,1841,434,954,1114,4426,80,1565,277,738,165,421,2.1982,5.0176,2.6643,2.5515
210404,Kampeaeng,1775,835,1628,1660,6614,186,3797,1362,3047,13,31,1.9497,5.6398,2.2372,2.3846
210403,Kamnab,748,70,168,570,1957,10,12500,123,240,0,0,2.4,24.9259,1.9512,0
70202,Banteay Meas Khang lech,1799,1084,1487,1223,10662,286,19977,1254,2893,219,351,1.3718,20.3042,2.307,1.6027
70212,Tuk Meas Khang Kaeut,1250,729,1611,1225,26831,57,15321,1219,2504,14,32,2.2099,32.8799,2.0541,2.2857
210402,Preah Bat Choan Chum,3883,495,1046,1820,4610,86,61250,585,1356,15,30,2.1131,34.554,2.3179,2
180203,Bet Trang,887,45,188,479,6700,52,1053,45,413,199,520,4.1778,14.6008,9.1778,2.6131
70207,Sdach Kong Khang lech,1093,572,973,1039,5872,342,2069,702,1955,0,0,1.701,5.7502,2.7849,0
70503,Khcheay Khang Cheung,997,482,756,766,2924,472,2086,714,1619,0,0,1.5685,4.0468,2.2675,0
210408,Prey Ampok,1793,303,711,1007,4910,19,8137,1019,2173,24,88,2.3465,12.7164,2.1325,3.6667
180208,Ream,2069,412,1115,1280,8685,284,3273,41,321,38,304,2.7063,7.6458,7.8293,8
180213,Tuol Totueng,859,85,279,687,4795,184,1874,51,108,30,67,3.2824,7.6567,2.1176,2.2333
210409,Prey Rumdeng,2443,937,1246,1657,6332,114,9924,1324,2618,27,77,1.3298,9.179,1.9773,2.8519
180103,Bei,4250,28,153,317,1179,47,1557,8,168,0,0,5.4643,7.5165,21,0
70704,Kampong Samraong,623,337,382,619,3205,227,708,427,577,0,0,1.1335,4.6253,1.3513,0
70504,Khcheay Khang Tboung,1121,1018,2008,1118,4247,529,1484,998,3152,0,0,1.9725,3.4797,3.1583,0
70717,Trapeang Pring,1445,876,1384,1207,3780,720,1739,840,2727,0,0,1.5799,2.864,3.2464,0
70707,Kaoh Touch,1255,471,3058,953,10371,280,9207,460,908,192,448,6.4926,15.8783,1.9739,2.3333
70804,Andoung Khmer,2116,363,473,1030,2906,15,3444,583,1208,1,5,1.303,6.0766,2.072,5
180207,Prey Nob,1397,209,495,892,5666,202,6492,33,104,54,187,2.3684,11.1133,3.1515,3.463
210405,Kiri Chong Kaoh,1261,225,433,586,1846,14,9530,223,360,0,0,1.9244,18.96,1.6143,0
180102,Pir,2195,7,27,24,255,0,0,0,0,0,0,3.8571,10.625,0,0
70719,Trapeang Thum,618,92,222,413,4056,29,185,60,227,0,0,2.413,9.595,3.7833,0
180104,Buon,5252,37,250,1062,18505,30,246,138,886,17,67,6.7568,17.1712,6.4203,3.9412
70701,Boeng Tuk,1103,110,200,1074,5200,26,2200,662,2177,17,115,1.8182,6.7273,3.2885,6.7647
70603,Damnak Kantuot Khang Cheung,1387,1186,2075,1368,9098,329,3353,1290,3191,2,16,1.7496,7.3371,2.4736,8
70606,Kampong Trach Khang Lech,1327,728,1073,1056,7010,489,2144,1111,2672,27,79,1.4739,5.9249,2.405,2.9259
70604,Damnak Kantuot Khang Tboung,1709,900,1569,1035,12893,541,1820,1165,3081,0,0,1.7433,9.3357,2.6446,0
70802,Krang Ampil,903,78,160,178,837,28,117,37,51,0,0,2.0513,4.6311,1.3784,0
70803,Kampong Bay,1144,2,350,1,113,1,1200,11,23,0,0,175,656.5,2.0909,0
70708,Koun Satv,1795,1538,2415,1653,5896,505,1729,1534,2883,1,2,1.5702,3.5334,1.8794,2
180206,Ou Oknha Heng,1571,283,875,1416,15060,184,3580,144,491,95,377,3.0919,11.65,3.4097,3.9684
70607,Prasat Phnom Khyang•À_,542,445,770,524,2314,255,1110,501,1272,0,0,1.7303,4.3954,2.5389,0
210407,Phnum Den,1975,76,299,942,4147,29,23226,151,260,0,0,3.9342,28.1905,1.7219,0
70206,Sdach Kong Khang Cheung,1444,764,1605,1059,5865,227,5106,1071,1990,4,9,2.1008,8.5311,1.8581,2.25
70702,Chum Kriel,1055,212,381,387,1890,17,74,130,281,4,15,1.7972,4.8614,2.1615,3.75
70209,Tnoat Chong Srang,1931,904,3206,1669,10759,453,25885,1478,3076,355,1093,3.5465,17.2686,2.0812,3.0789
70718,Trapeang Sangkae,1038,202,405,306,1012,58,309,254,391,0,0,2.005,3.6291,1.5394,0
70801,Kampong Kandal,1376,5,15,18,165,6,25,4,7,0,0,3,7.9167,1.75,0
70805,Traeuy Kaoh,1338,102,260,623,2753,373,2192,78,182,41,109,2.549,4.9649,2.3333,2.6585
180202,Boeng Ta Prum,1312,197,404,1067,9109,340,18035,120,282,124,298,2.0508,19.2921,2.35,2.4032
210411,Saom,2229,994,1916,1729,5346,23,12614,1352,3164,2,6,1.9276,10.2511,2.3402,3
230103,Pong Tuek,2194,1763,3531,1981,10934,796,3541,1694,4213,33,74,2.0028,5.2125,2.487,2.2424
70609,Ang Sophy,1080,461,1127,974,5270,150,1145,841,1380,2,5,2.4447,5.7073,1.6409,2.5
70208,Sdach Kong Khang Tboung,716,668,1455,716,9564,432,3223,670,1684,0,0,2.1781,11.1385,2.5134,0
230203,Ou Krasar,1496,1307,1782,1462,6039,101,328,1359,4475,20,46,1.3634,4.0736,3.2929,2.3
210412,Ta Ou,2291,1113,1768,2024,10890,21,8747,1765,3340,64,99,1.5885,9.6024,1.8924,1.5469
70203,Prey Tonle,626,226,510,371,1157,51,12575,241,438,37,104,2.2566,32.5403,1.8174,2.8108
70608,Phnom Prasat,1070,830,1134,1044,7802,300,857,841,1778,1,5,1.3663,6.4427,2.1141,5
230202,Prey Thum,1756,987,2099,1448,4844,160,610,1126,2563,1,3,2.1266,3.3918,2.2762,3
70605,Kampong Trach Khang Kaeut,1985,828,1529,1410,8919,143,1348,712,1063,4,10,1.8466,6.6111,1.493,2.5
180205,Ou Chrov,1236,68,209,507,9634,120,6302,75,212,31,98,3.0735,25.4163,2.8267,3.1613
70612,Preaek Kroes,2047,1412,2450,1689,7373,833,4359,1479,2734,315,672,1.7351,4.6519,1.8485,2.1333
70601,Boeng Sala Khang Cheung,1418,1238,2359,1398,12744,578,2695,1341,2749,3,10,1.9055,7.8133,2.05,3.3333
230201,Kaeb,1051,496,844,661,2056,39,305,588,1295,2,4,1.7016,3.3729,2.2024,2
70615,Svay Tong Khang Cheung,784,436,907,662,4127,273,2977,567,1228,64,144,2.0803,7.5979,2.1658,2.25
230101,Angkaol,1631,1406,2550,1572,20772,625,2826,1084,2136,96,299,1.8137,10.741,1.9705,3.1146
70602,Boeng Sala Khang Tboung,1731,1702,5176,1728,13628,159,1367,1580,3029,177,336,3.0411,7.9465,1.9171,1.8983
70613,Ruessei Srok Khang Kaeut,944,310,551,684,6392,30,124,0,0,65,158,1.7774,9.1261,0,2.4308
70614,Ruessei Srok Khang Lech,2279,905,2858,1400,6794,123,621,789,1382,106,259,3.158,4.8687,1.7516,2.4434
70616,Svay Tong Khang Tboung,1143,913,1769,944,6790,103,705,780,1269,127,199,1.9376,7.1585,1.6269,1.5669
20905,Samlout,1712,116,316,1178,6360,49,198,302,678,19,66,2.7241,5.3447,2.245,3.4737
120901,Trapeang Krasang,2934,40,159,1413,4216,24,6475,139,497,0,0,3.975,7.4398,3.5755,0
120906,Samraong Kraom,1233,43,377,712,4756,34,461,295,864,0,0,8.7674,6.9933,2.9288,0
120905,Kakab,5820,16,59,236,2390,18,3062,57,203,0,0,3.6875,21.4646,3.5614,0
120802,Tuek Thla,8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120601,Stueng Mean chey,11594,12,110,129,569,1,201,3,11,0,0,9.1667,5.9231,3.6667,0
120510,Prey Sa,1948,25,111,381,6169,19,757,126,476,0,0,4.44,17.315,3.7778,0
210907,Trapeang Kranhoung,1944,849,1360,1771,22496,158,1248,1799,4837,1,2,1.6019,12.309,2.6887,2
21006,Chrey Seima,1702,49,148,1147,4226,52,311,65,265,0,0,3.0204,3.784,4.0769,0
21105,Ou Rumduol,1694,479,1022,1233,11747,1018,5984,77,183,0,0,2.1336,7.8769,2.3766,0
21002,Angkor Ban,444,6,25,330,1976,34,228,17,73,0,0,4.1667,6.0549,4.2941,0
21001,Sampov Lun,442,9,48,195,1050,37,605,10,39,0,0,5.3333,7.1336,3.9,0
21003,Ta Sda,884,25,198,621,3344,36,140,38,138,0,0,7.92,5.3029,3.6316,0
21004,Santepheap,2132,102,248,1259,4890,59,208,79,191,0,0,2.4314,3.868,2.4177,0
21005,Serei Mean Chey,2762,123,309,2364,13668,104,1780,118,399,1,2,2.5122,6.2593,3.3814,2
21103,Bour,3738,125,710,595,5267,98,2490,172,445,0,0,5.68,11.1934,2.5872,0
21104,Barang Thleak,2077,28,146,1172,5921,57,511,39,172,0,0,5.2143,5.2335,4.4103,0
21101,Phnum Proek,1292,22,76,687,1690,7,66,16,71,0,0,3.4545,2.5303,4.4375,0
21102,Pech Chenda,3172,39,356,1477,9022,118,569,40,303,0,0,9.1282,6.0132,7.575,0
150206,Srae Sdok,2463,1005,2424,1327,7998,73,14742,396,1137,1464,3870,2.4119,16.2429,2.8712,2.6434
171009,Siem Reab,3300,111,418,840,10058,55,15540,267,697,116,262,3.7658,28.6011,2.6105,2.2586
171007,Chong Knies,1290,0,0,20,230,2,180,0,0,0,0,0,18.6364,0,0
150305,Kampong Luong,1193,41,111,30,179,7,225,3,25,0,0,2.7073,10.9189,8.3333,0
150205,Reang Til,869,101,203,5,20,0,0,0,0,0,0,2.0099,4,0,0
150208,Sya,1494,404,915,1160,10604,85,1514,679,1500,443,1104,2.2649,9.7333,2.2091,2.4921
120904,Chaom Chau,12851,59,227,536,1800,41,1211,168,497,3,83,3.8475,5.2184,2.9583,27.6667
120910,Kantaok,1814,20,115,848,4892,27,442,364,869,0,0,5.75,6.096,2.3874,0
120909,Kamboul,1574,64,425,677,8761,6,119,552,1625,0,0,6.6406,13.0015,2.9438,0
