NCDD_CodeP,NCDD_CodeD,NCDD_CodeC,Commune,SLR
22,2204,220405,Ou Smach,0
22,2205,220501,Bak Anloung,0
22,2205,220502,Ph'av,0
22,2205,220503,Ou Svay,0
22,2205,220504,Preah Pralay,0
22,2205,220505,Tumnob Dach,0
22,2205,220506,Trapeang Prasat,0
23,2301,230101,Angkaol,0
23,2301,230103,Pong Tuek,0
23,2302,230201,Kaeb,1
23,2302,230202,Prey Thum,1
23,2302,230203,Ou Krasar,0
24,2401,240101,Pailin,0
24,2401,240102,Ou Ta Vau,0
24,2401,240103,Tuol Lvea,0
24,2401,240104,Bar Yakha,0
24,2402,240201,Sala Krau,0
24,2402,240202,Stueng Trang,0
24,2402,240203,Stueng Kach,0
24,2402,240204,Ou Andoung,0
